movie_title,release_date,wikipedia_url,genre,director_1,director_2,cast_1,cast_2,cast_3,cast_4,cast_5,budget,revenue
Paranormal Activity: The Ghost Dimension,2015-10-23,https://en.wikipedia.org/wiki/Paranormal_Activity:_The_Ghost_Dimension,Horror,Gregory Plotkin,N/A,Katie Featherston,Tyler Craig,N/A,N/A,N/A,10000000.0,78100000.0
ParaNorman,2012-08-17,https://en.wikipedia.org/wiki/ParaNorman,Fantasy,Chris Butler,N/A,Kodi Smit-McPhee,Tucker Albrizzi,Anna Kendrick,Casey Affleck,Christopher Mintz-Plasse,60000000.0,107100000.0
Parental Guidance,2012-12-25,https://en.wikipedia.org/wiki/Parental_Guidance_(film),Comedy,Andy Fickman,N/A,Billy Crystal,Bette Midler,Marisa Tomei,Tom Everett Scott,Bailee Madison,25000000.0,119800000.0
Parker,2013-01-25,https://en.wikipedia.org/wiki/Parker_(2013_film),Crime,Taylor Hackford,N/A,Jason Statham,Jennifer Lopez,Bobby Cannavale,Clifton Collins,Jr.,35000000.0,48500000.0
Paul Blart: Mall Cop 2,2015-04-17,https://en.wikipedia.org/wiki/Paul_Blart:_Mall_Cop_2,Action,Andy Fickman,N/A,Kevin James,Raini Rodriguez,Neal McDonough,Molly Shannon,Daniella Alonso,40000000.0,107600000.0
Pawn Sacrifice,2015-09-11,https://en.wikipedia.org/wiki/Pawn_Sacrifice,Biography,Ed Zwick,N/A,Tobey Maguire,Liev Schreiber,Peter Sarsgaard,Michael Stuhlbarg,Lily Rabe,19000000.0,5400000.0
Penguins of Madagascar,2014-11-14,https://en.wikipedia.org/wiki/Penguins_of_Madagascar,Family,Simon J. Smith,N/A,Tom McGrath,Chris Miller,Conrad Vernon,Christopher Knights,Benedict Cumberbatch,132000000.0,373000000.0
People Like Us,2012-06-29,https://en.wikipedia.org/wiki/People_Like_Us_(film),Drama,Alex Kurtzman,N/A,Chris Pine,Elizabeth Banks,Michelle Pfeiffer,Olivia Wilde,Mark Duplass,16000000.0,12400000.0
Percy Jackson: Sea of Monsters,2013-08-07,https://en.wikipedia.org/wiki/Percy_Jackson:_Sea_of_Monsters,Adventure,Thor Freudenthal,N/A,Logan Lerman,Alexandra Daddario,Douglas Smith,Mary Birdsong,Yvette Nicole Brown,90000000.0,202200000.0
Pitch Perfect,2012-10-05,https://en.wikipedia.org/wiki/Pitch_Perfect,Comedy,Jason Moore,N/A,Anna Kendrick,Anna Camp,Rebel Wilson,Adam DeVine,Alexis Knapp,17000000.0,115400000.0
Pitch Perfect 2,2015-04-20,https://en.wikipedia.org/wiki/Pitch_Perfect_2,Comedy,Elizabeth Banks,N/A,Anna Kendrick,Rebel Wilson,Hailee Steinfeld,Brittany Snow,Skylar Astin,29000000.0,287100000.0
Pixels,2015-07-24,https://en.wikipedia.org/wiki/Pixels_(2015_film),Comedy,Chris Columbus,N/A,Adam Sandler,Kevin James,Josh Gad,Peter Dinklage,Michelle Monaghan,129000000.0,244900000.0
Point Break,2015-12-25,https://en.wikipedia.org/wiki/Point_Break_(2015_film),Action,Ericson Core,N/A,Edgar Ramirez,Luke Bracey,Ray Winstone,Teresa Palmer,N/A,105000000.0,133700000.0
Polis Evo,2015-09-17,https://en.wikipedia.org/wiki/Polis_Evo,Action,Ghaz Abu Bakar,N/A,Shaheizy Sam,Zizan Razak,Nora Danish,Mimie Ernida,Wan Hanafi Su,2400000.0,17300000.0
Poltergeist,2015-05-22,https://en.wikipedia.org/wiki/Poltergeist_(2015_film),Horror,Gil Kenan,N/A,Sam Rockwell,Jared Harris,Rosemarie DeWitt,Saxon Sharbino,Kyle Catlett,35000000.0,95400000.0
Pompeii,2014-02-18,https://en.wikipedia.org/wiki/Pompeii_(film),Action,Paul W. S. Anderson,N/A,Kit Harington,Emily Browning,Jared Harris,Kiefer Sutherland,Carrie-Anne Moss,80000000.0,117800000.0
Popstar: Never Stop Never Stopping,2016-06-03,https://en.wikipedia.org/wiki/Popstar:_Never_Stop_Never_Stopping,Comedy,Jorma Taccone,Akiva Schaffer,Jorma Taccone,Akiva Schaffer,Andy Samberg (screenplay),N/A,N/A,20000000.0,9500000.0
Premium Rush,2012-08-24,https://en.wikipedia.org/wiki/Premium_Rush,Action,David Koepp,N/A,Joseph Gordon-Levitt,Michael Shannon,Dania Ramirez,Wole Parks,Jamie Chung,35000000.0,31100000.0
Pride and Prejudice and Zombies,2016-02-05,https://en.wikipedia.org/wiki/Pride_and_Prejudice_and_Zombies_(film),Comedy,Burr Steers,N/A,Lily James,Sam Riley,Matt Smith,Lena Headey,Charles Dance,28000000.0,16400000.0
Prisoners,2013-09-20,https://en.wikipedia.org/wiki/Prisoners_(2013_film),Crime,Denis Villeneuve,N/A,Jake Gyllenhaal,Hugh Jackman,Paul Dano,Melissa Leo,Viola Davis,46000000.0,122100000.0
Project Almanac,2015-01-30,https://en.wikipedia.org/wiki/Project_Almanac,Sci-Fi,Dean Israelite,N/A,Jonny Weston,Sofia Black-D'Elia,N/A,N/A,N/A,12000000.0,33200000.0
Project X,2012-03-02,https://en.wikipedia.org/wiki/Project_X_(2012_film),Comedy,Nima Nourizadeh,N/A,Miles Teller,Oliver Cooper,Jonathan Daniel Brown,Kirby Bliss Blanton,Thomas Mann,12000000.0,102700000.0
Prometheus,2012-06-08,https://en.wikipedia.org/wiki/Prometheus_(2012_film),Sci-Fi,Ridley Scott,N/A,Noomi Rapace,Michael Fassbender,Charlize Theron,Idris Elba,Guy Pearce,130000000.0,403400000.0
Promised Land,2012-12-28,https://en.wikipedia.org/wiki/Promised_Land_(2012_film),Drama,Gus Van Sant,N/A,Matt Damon,John Krasinski,Rosemarie DeWitt,Frances McDormand,N/A,15000000.0,8100000.0
R.I.P.D.,2013-07-19,https://en.wikipedia.org/wiki/R.I.P.D.,Action,Robert Schwentke,N/A,Ryan Reynolds,Jeff Bridges,Kevin Bacon,Stephanie Szostak,Mary-Louise Parker,130000000.0,78300000.0
Race,2016-02-19,https://en.wikipedia.org/wiki/Race_(2016_film),Drama,Stephen Hopkins,N/A,Stephan James,Jason Sudeikis,Jeremy Irons,William Hurt,Carice van Houten,5000000.0,23500000.0
Raiders of the Lost Ark: The IMAX Experience,2012-09-07,https://en.wikipedia.org/wiki/Raiders_of_the_Lost_Ark,Action,Steven Spielberg,N/A,Harrison Ford,John Rhys-Davies,Karen Allen,Paul Freeman,Alfred Molina,18000000.0,389900000.0
Rams,2015-05-15,https://en.wikipedia.org/wiki/Rams_(film),Drama,Grímur Hákonarson,N/A,Sigurður Sigurjónsson,N/A,N/A,N/A,N/A,1750000.0,1740000.0
Ratchet & Clank,2016-04-29,https://en.wikipedia.org/wiki/Ratchet_%2526_Clank_(film),Sci-Fi,Jerrica Cleland,Kevin Munroe,Paul Giamatti,John Goodman,Bella Thorne,Rosario Dawson,James Arnold Taylor,20000000.0,12800000.0
RED 2,2013-07-19,https://en.wikipedia.org/wiki/RED_2_(film),Action,Dean Parisot,N/A,Bruce Willis,John Malkovich,Helen Mirren,Mary-Louise Parker,Catherine Zeta-Jones,84000000.0,148100000.0
Red Dawn,2012-11-21,https://en.wikipedia.org/wiki/Red_Dawn_(2012_film),Action,Dan Bradley,N/A,Will Yun Lee,Chris Hemsworth,Josh Peck,Adrianne Palicki,Josh Hutcherson,65000000.0,48100000.0
Red Tails,2012-01-20,https://en.wikipedia.org/wiki/Red_Tails,Drama,Anthony Hemingway,N/A,Cuba Gooding Jr.,Nate Parker,David Oyelowo,Daniela Ruah,Terrence Howard,58000000.0,50400000.0
Resident Evil: Retribution,2012-09-14,https://en.wikipedia.org/wiki/Resident_Evil:_Retribution,Action,Paul W. S. Anderson,N/A,Milla Jovovich,Sienna Guillory,Colin Salmon,Boris Kodjoe,Michelle Rodriguez,65000000.0,240200000.0
Ricki and the Flash,2015-08-07,https://en.wikipedia.org/wiki/Ricki_and_the_Flash,Comedy,Jonathan Demme,N/A,Meryl Streep,Kevin Kline,Mamie Gummer,Audra McDonald,Sebastian Stan,18000000.0,41300000.0
Riddick,2013-09-06,https://en.wikipedia.org/wiki/Riddick_(film),Action,David Twohy,N/A,Vin Diesel,Karl Urban,Katee Sackhoff,Dave Bautista,Matthew Nable,40000000.0,100300000.0
Ride Along,2014-01-17,https://en.wikipedia.org/wiki/Ride_Along_(film),Action,Tim Story,N/A,Ice Cube,Kevin Hart,John Leguizamo,Bruce McGill,Tika Sumpter,25000000.0,154500000.0
Ride Along 2,2016-01-15,https://en.wikipedia.org/wiki/Ride_Along_2,Comedy,Tim Story,N/A,Ice Cube,Kevin Hart,Benjamin Bratt,Olivia Munn,Ken Jeong,40000000.0,124200000.0
Rio 2,2014-03-20,https://en.wikipedia.org/wiki/Rio_2,Family,Carlos Saldanha,N/A,Jesse Eisenberg,Anne Hathaway,Leslie Mann,Bruno Mars,Jemaine Clement,103000000.0,500100000.0
Rise of the Guardians,2012-11-21,https://en.wikipedia.org/wiki/Rise_of_the_Guardians,Adventure,Peter Ramsey,N/A,Chris Pine,Alec Baldwin,Hugh Jackman,Isla Fisher,Jude Law,145000000.0,306900000.0
Risen,2016-02-19,https://en.wikipedia.org/wiki/Risen_(2016_film),Drama,Kevin Reynolds,N/A,Joseph Fiennes,Tom Felton,Cliff Curtis,N/A,N/A,20000000.0,46100000.0
RoboCop,2014-01-30,https://en.wikipedia.org/wiki/RoboCop_(2014_film),Action,José Padilha,N/A,Joel Kinnaman,Gary Oldman,Michael Keaton,Samuel L. Jackson,Jackie Earle Haley,100000000.0,242700000.0
Robot & Frank,2012-08-17,https://en.wikipedia.org/wiki/Robot_%2526_Frank,Comedy,Jake Schreier,N/A,Frank Langella,Susan Sarandon,James Marsden,Liv Tyler,Peter Sarsgaard,2500000.0,4900000.0
Rock of Ages,2012-06-15,https://en.wikipedia.org/wiki/Rock_of_Ages_(2012_film),Musical,Adam Shankman,N/A,Julianne Hough,Diego Boneta,Tom Cruise,Alec Baldwin,Russell Brand,75000000.0,59400000.0
Rock the Kasbah,2015-10-22,https://en.wikipedia.org/wiki/Rock_the_Kasbah_(film),Comedy,Barry Levinson,N/A,Bill Murray,Bruce Willis,Kate Hudson,Scott Caan,Zooey Deschanel,15000000.0,3400000.0
Romeo and Juliet,2013-07-26,https://en.wikipedia.org/wiki/Romeo_and_Juliet_(2013_film),Drama,Carlo Carlei,N/A,Hailee Steinfeld,Douglas Booth,Damian Lewis,Natascha McElhone,Lesley Manville,15000000.0,3000000.0
Room,2015-09-04,https://en.wikipedia.org/wiki/Room_(2015_film),Drama,Lenny Abrahamson,N/A,Brie Larson,Joan Allen,William H. Macy,Sean Bridgers,Jacob Tremblay,13000000.0,36000000.0
Run All Night,2015-03-13,https://en.wikipedia.org/wiki/Run_All_Night_(film),Action,Jaume Collet-Serra,N/A,Liam Neeson,Joel Kinnaman,Ed Harris,N/A,N/A,61600000.0,71700000.0
"Runner, Runner",2013-09-27,"https://en.wikipedia.org/wiki/Runner,_Runner_(film)",Crime,Brad Furman,N/A,Ben Affleck,Justin Timberlake,Gemma Arterton,Anthony Mackie,N/A,30000000.0,30000000.0
Rush,2013-09-20,https://en.wikipedia.org/wiki/Rush_(2013_film),Action,Ron Howard,N/A,Chris Hemsworth,Daniel Bruhl,Olivia Wilde,Alexandra Maria Lara,N/A,38000000.0,90200000.0
Sabotage,2014-03-19,https://en.wikipedia.org/wiki/Sabotage_(2014_film),Action,David Ayer,N/A,Arnold Schwarzenegger,Mireille Enos,Sam Worthington,Joe Manganiello,Olivia Williams,35000000.0,17500000.0
Safe House,2012-02-10,https://en.wikipedia.org/wiki/Safe_House_(2012_film),Action,Daniel Espinosa,N/A,Denzel Washington,Ryan Reynolds,Sam Shepard,Robert Patrick,Liam Cunningham,85000000.0,208100000.0
Salmon Fishing in the Yemen,2012-03-09,https://en.wikipedia.org/wiki/Salmon_Fishing_in_the_Yemen,Drama,Lasse Hallström,N/A,Ewan McGregor,Emily Blunt,Kristin Scott Thomas,Amr Waked,N/A,14400000.0,34600000.0
Savages,2012-07-06,https://en.wikipedia.org/wiki/Savages_(2012_film),Crime,Oliver Stone,N/A,Taylor Kitsch,Blake Lively,Aaron Johnson,John Travolta,Benicio del Toro,45000000.0,83000000.0
Scary Movie 5,2013-04-12,https://en.wikipedia.org/wiki/Scary_Movie_5,Comedy,Malcolm D. Lee,N/A,Ashley Tisdale,Simon Rex,Lindsay Lohan,Charlie Sheen,Terry Crews,20000000.0,78400000.0
Secret in Their Eyes,2015-11-20,https://en.wikipedia.org/wiki/Secret_in_Their_Eyes,Crime,Billy Ray,N/A,Julia Roberts,Nicole Kidman,Chiwetel Ejiofor,Dean Norris,N/A,19500000.0,32200000.0
Self/less,2015-07-10,https://en.wikipedia.org/wiki/Self/less,Drama,Tarsem Singh,N/A,Ryan Reynolds,Ben Kingsley,Natalie Martinez,Victor Garber,Matthew Goode,26000000.0,30500000.0
Selma,2014-12-25,https://en.wikipedia.org/wiki/Selma_(film),Drama,Ava DuVernay,N/A,David Oyelowo,Tom Wilkinson,Common,Carmen Ejogo,N/A,20000000.0,66800000.0
Seventh Son,2014-12-17,https://en.wikipedia.org/wiki/Seventh_Son_(film),Fantasy,Sergei Bodrov,N/A,Sergei Bodrov (director) Ben Barnes,Jeff Bridges,Julianne Moore,Alicia Vikander,Kit Harington,95000000.0,114200000.0
Shaun the Sheep Movie,2015-01-24,https://en.wikipedia.org/wiki/Shaun_the_Sheep_Movie,Adventure,Mark Burton,N/A,Justin Fletcher,John Sparkes,N/A,N/A,N/A,25000000.0,106000000.0
Sicario,2015-05-19,https://en.wikipedia.org/wiki/Sicario_(2015_film),Crime,Denis Villeneuve,N/A,Emily Blunt,Benicio del Toro,Josh Brolin,Jon Bernthal,N/A,30000000.0,84900000.0
Side Effects,2013-02-08,https://en.wikipedia.org/wiki/Side_Effects_(2013_film),Crime,Steven Soderbergh,N/A,Rooney Mara,Jude Law,Channing Tatum,Catherine Zeta-Jones,Vinessa Shaw,30000000.0,66700000.0
Silent Hill: Revelation 3D,2012-10-26,https://en.wikipedia.org/wiki/Silent_Hill:_Revelation_3D,Horror,Michael J. Bassett,N/A,Adelaide Clemens,Sean Bean,Radha Mitchell,Kit Harington,Carrie-Anne Moss,20000000.0,52300000.0
Silver Linings Playbook,2012-11-16,https://en.wikipedia.org/wiki/Silver_Linings_Playbook,Drama,David O. Russell,N/A,Bradley Cooper,Jennifer Lawrence,Brea Bee,Robert De Niro,Jacki Weaver,21000000.0,236400000.0
Sin City: A Dame to Kill For,2014-08-19,https://en.wikipedia.org/wiki/Sin_City:_A_Dame_to_Kill_For,Crime,Frank Miller,Robert Rodriguez,Jessica Alba,Powers Boothe,Josh Brolin,Rosario Dawson,Joseph Gordon-Levitt,65000000.0,39400000.0
Sinister,2012-10-12,https://en.wikipedia.org/wiki/Sinister_(film),Horror,Scott Derrickson,N/A,Ethan Hawke,Juliet Rylance,Fred Thompson,Vincent D'Onofrio,N/A,3000000.0,77700000.0
Sinister 2,2015-08-21,https://en.wikipedia.org/wiki/Sinister_2,Horror,Ciaran Foy,N/A,James Ransone,Shannyn Sossamon,N/A,N/A,N/A,10000000.0,52900000.0
Sisters,2015-12-18,https://en.wikipedia.org/wiki/Sisters_(2015_film),Comedy,Jason Moore,N/A,Amy Poehler,Tina Fey,John Cena,Maya Rudolph,N/A,30000000.0,105000000.0
Snitch,2013-02-22,https://en.wikipedia.org/wiki/Snitch_(film),Action,Ric Roman Waugh,N/A,Dwayne Johnson,Susan Sarandon,Benjamin Bratt,Barry Pepper,N/A,15000000.0,57800000.0
Snow White and the Huntsman,2012-06-01,https://en.wikipedia.org/wiki/Snow_White_and_the_Huntsman,Action,Rupert Sanders,N/A,Charlize Theron,Kristen Stewart,Chris Hemsworth,Sam Spruell,Ian McShane,170000000.0,396600000.0
Son of God,2014-02-28,https://en.wikipedia.org/wiki/Son_of_God_(film),Drama,Christopher Spencer,N/A,Diogo Morgado,Roma Downey,Darwin Shaw,N/A,N/A,22000000.0,67800000.0
Son of Saul,2015-05-15,https://en.wikipedia.org/wiki/Son_of_Saul,Drama,László Nemes,N/A,Géza Röhrig,N/A,N/A,N/A,N/A,1500000.0,6200000.0
Southpaw,2015-06-15,https://en.wikipedia.org/wiki/Southpaw_(film),Drama,Antoine Fuqua,N/A,Jake Gyllenhaal,Rachel McAdams,Naomie Harris,Forest Whitaker,Victor Ortiz,30000000.0,92000000.0
Spotlight,2015-09-03,https://en.wikipedia.org/wiki/Spotlight_(film),Drama,Tom McCarthy,N/A,Mark Ruffalo,Michael Keaton,Rachel McAdams,Liev Schreiber,John Slattery,20000000.0,88300000.0
Spy,2015-05-15,https://en.wikipedia.org/wiki/Spy_(2015_film),Action,Paul Feig,N/A,Melissa McCarthy,Jason Statham,Rose Byrne,Miranda Hart,Bobby Cannavale,65000000.0,235700000.0
St. Vincent,2014-09-05,https://en.wikipedia.org/wiki/St._Vincent_(film),Comedy,Theodore Melfi,N/A,Bill Murray,Melissa McCarthy,Naomi Watts,Chris O'Dowd,Kimberly Quinn,13000000.0,54800000.0
Stand by Me Doraemon,2014-08-08,https://en.wikipedia.org/wiki/Stand_by_Me_Doraemon,Animation,Takashi Yamazaki,Ryuichi Yagi,Wasabi Mizuta,Megumi Ohara,Yumi Kakazu,Tomokazu Seki,Subaru Kimura,35000000.0,196400000.0
Star Trek Beyond,2016-07-22,https://en.wikipedia.org/wiki/Star_Trek_Beyond,Action,Justin Lin,N/A,Chris Pine,Zachary Quinto,Zoe Saldana,Karl Urban,John Cho,185000000.0,243000000.0
Step Up: All In,2014-08-08,https://en.wikipedia.org/wiki/Step_Up:_All_In,Drama,Trish Sie,N/A,Ryan Guzman,Briana Evigan,Alyson Stoner,Adam Sevani,Mari Koda,45000000.0,86200000.0
Steve Jobs,2015-09-05,https://en.wikipedia.org/wiki/Steve_Jobs_(2015_film),Biography,Danny Boyle,N/A,Michael Fassbender,Seth Rogen,Kate Winslet,Jeff Daniels,Katherine Waterston,30000000.0,34400000.0
Straight Outta Compton,2015-08-11,https://en.wikipedia.org/wiki/Straight_Outta_Compton_(2015_film),Biography,F. Gary Gray,N/A,O'Shea Jackson,Jr.,Corey Hawkins,Jason Mitchell,Aldis Hodge,50000000.0,201600000.0
Suffragette,2015-09-04,https://en.wikipedia.org/wiki/Suffragette_(film),Drama,Sarah Gavron,N/A,Carey Mulligan,Helena Bonham Carter,Meryl Streep,Ben Whishaw,Brendan Gleeson,14000000.0,32000000.0
Suicide Squad,2016-08-05,https://en.wikipedia.org/wiki/Suicide_Squad_(film),Action,David Ayer,N/A,Will Smith,Jared Leto,Margot Robbie,Joel Kinnaman,Viola Davis,175000000.0,636700000.0
Taken 2,2012-10-05,https://en.wikipedia.org/wiki/Taken_2,Action,Olivier Megaton,N/A,Liam Neeson,Famke Janssen,Maggie Grace,Rade Sherbedgia,Luke Grimes,43000000.0,376100000.0
Tammy,2014-07-02,https://en.wikipedia.org/wiki/Tammy_(film),Comedy,Ben Falcone,N/A,Melissa McCarthy,Susan Sarandon,Allison Janney,Toni Collette,Sandra Oh,20000000.0,100500000.0
Ted,2012-06-29,https://en.wikipedia.org/wiki/Ted_(film),Comedy,Seth MacFarlane,N/A,Mark Wahlberg,Mila Kunis,Seth MacFarlane,Giovanni Ribisi,Joel McHale,51000000.0,549400000.0
Ted 2,2015-06-24,https://en.wikipedia.org/wiki/Ted_2,Comedy,Seth MacFarlane,N/A,Alec Sulkin,Wellesley Wild(screenplay) Mark Wahlberg,Seth MacFarlane,Amanda Seyfried,Giovanni Ribisi,68000000.0,216700000.0
Teenage Mutant Ninja Turtles,2014-07-29,https://en.wikipedia.org/wiki/Teenage_Mutant_Ninja_Turtles_(2014_film),Action,Jonathan Liebesman,N/A,Megan Fox,Johnny Knoxville,Alan Ritchson,Noel Fisher,Jeremy Howard,125000000.0,493300000.0
Teenage Mutant Ninja Turtles: Out of the Shadows,2016-05-22,https://en.wikipedia.org/wiki/Teenage_Mutant_Ninja_Turtles:_Out_of_the_Shadows,Action,Dave Green,N/A,Megan Fox,Stephen Amell,Will Arnett,Laura Linney,Brian Tee,135000000.0,242500000.0
Terminator Genisys,2015-06-22,https://en.wikipedia.org/wiki/Terminator_Genisys,Sci-Fi,Alan Taylor,N/A,Arnold Schwarzenegger,J. K. Simmons,Emilia Clarke,Jason Clarke,Jai Courtney,155000000.0,440600000.0
Texas Chainsaw 3D,2013-01-04,https://en.wikipedia.org/wiki/Texas_Chainsaw_3D,Horror,John Luessenhop,N/A,Alexandra Daddario,Dan Yeager,Trey Songz,Scott Eastwood,Tania Raymonde,20000000.0,47200000.0
That Awkward Moment,2014-01-27,https://en.wikipedia.org/wiki/That_Awkward_Moment,Comedy,Tom Gormican,N/A,Zac Efron,Michael B. Jordan,Miles Teller,Imogen Poots,Jessica Lucas,8000000.0,40500000.0
The 33,2015-08-06,https://en.wikipedia.org/wiki/The_33_(film),Drama,Patricia Riggen,N/A,Antonio Banderas,Rodrigo Santoro,Juliette Binoche,James Brolin,Lou Diamond Phillips,26000000.0,24900000.0
The 5th Wave,2016-01-22,https://en.wikipedia.org/wiki/The_5th_Wave_(film),Sci-Fi,J Blakeson,N/A,Chloë Grace Moretz,Nick Robinson,Alex Roe,Liev Schreiber,Maika Monroe,35000000.0,110700000.0
The Age of Adaline,2015-04-24,https://en.wikipedia.org/wiki/The_Age_of_Adaline,Romance,Lee Toland Krieger,N/A,Blake Lively,Michiel Huisman,Harrison Ford,Ellen Burstyn,Amanda Crew,25000000.0,65700000.0
The Amazing Spider-Man,2012-07-03,https://en.wikipedia.org/wiki/The_Amazing_Spider-Man_(2012_film),Action,Marc Webb,N/A,Andrew Garfield,Emma Stone,Max Charles,Martin Sheen,Sally Field,230000000.0,757900000.0
The Angry Birds Movie,2016-05-05,https://en.wikipedia.org/wiki/The_Angry_Birds_Movie,Comedy,Clay Kaytis,Fergal Reilly,Jason Sudeikis,Josh Gad,Danny McBride,Bill Hader,Maya Rudolph,73000000.0,346900000.0
The Best Exotic Marigold Hotel ₪,2012-05-04,https://en.wikipedia.org/wiki/The_Best_Exotic_Marigold_Hotel,Comedy,John Madden,N/A,Judi Dench,Bill Nighy,Dev Patel,Tom Wilkinson,Maggie Smith,10000000.0,136800000.0
The Big Short,2015-12-11,https://en.wikipedia.org/wiki/The_Big_Short_(film),Biography,Adam McKay,N/A,Religious Bale,Steve Carell,Ryan Gosling,Brad Pitt,Melissa Leo,28000000.0,133300000.0
The Bling Ring,2013-06-14,https://en.wikipedia.org/wiki/The_Bling_Ring,Comedy,Sofia Coppola,N/A,Emma Watson,Israel Broussard,Katie Chang,Claire Julien,Taissa Farmiga,8000000.0,19100000.0
The Book of Life,2014-10-12,https://en.wikipedia.org/wiki/The_Book_of_Life_(2014_film),Family,Jorge R. Gutierrez,N/A,Christina Applegate,Diego Luna,Zoe Saldana,Channing Tatum,N/A,50000000.0,99800000.0
The Boss,2016-04-08,https://en.wikipedia.org/wiki/The_Boss_(2016_film),Comedy,Ben Falcone,N/A,Melissa McCarthy,Kristen Bell,Peter Dinklage,Tyler Labine,Kristen Schaal,29000000.0,78600000.0
The Bourne Legacy,2012-08-10,https://en.wikipedia.org/wiki/The_Bourne_Legacy_(film),Action,Tony Gilroy,N/A,Jeremy Renner,Rachel Weisz,Edward Norton,Oscar Isaac,Joan Allen,125000000.0,276100000.0
The Boxtrolls,2014-08-31,https://en.wikipedia.org/wiki/The_Boxtrolls,Family,Anthony Stacchi,Graham Annable,Ben Kingsley,Toni Collette,Elle Fanning,Isaac Hempstead-Wright,Jared Harris,60000000.0,109300000.0
The Boy,2016-01-22,https://en.wikipedia.org/wiki/The_Boy_(2016_film),Horror,William Brent Bell,N/A,Lauren Cohan,Rupert Evans,Jim Norton,Diana Hardcastle,N/A,10000000.0,64200000.0
The Butler,2013-08-16,https://en.wikipedia.org/wiki/The_Butler,Drama,Lee Daniels,N/A,Forest Whitaker,Oprah Winfrey,David Oyelowo,Liam Neeson,John Cusack,30000000.0,176600000.0
The Cabin in the Woods,2012-04-13,https://en.wikipedia.org/wiki/The_Cabin_in_the_Woods,Horror,Drew Goddard,N/A,Richard Jenkins,Bradley Whitford,Jesse Williams,Chris Hemsworth,Kristen Connolly,30000000.0,66500000.0
The Call,2013-03-15,https://en.wikipedia.org/wiki/The_Call_(2013_film),Mystery,Brad Anderson,N/A,Abigail Breslin,Halle Berry,Morris Chestnut,Michael Eklund,Michael Imperioli,13000000.0,68600000.0
The Campaign,2012-08-10,https://en.wikipedia.org/wiki/The_Campaign_(film),Comedy,Jay Roach,N/A,Will Ferrell,Zach Galifianakis,Jason Sudeikis,Katherine LaNasa,Dylan McDermott,95000000.0,104900000.0
The Cold Light of Day,2012-09-07,https://en.wikipedia.org/wiki/The_Cold_Light_of_Day_(film),Action,Mabrouk El Mechri,N/A,Henry Cavill,Bruce Willis,Sigourney Weaver,Veronica Echegui,Roschoy Zem,20000000.0,16900000.0
The Collection,2012-11-30,https://en.wikipedia.org/wiki/The_Collection_(film),Horror,Marcus Dunstan,N/A,Josh Stewart,Emma Fitzpatrick,N/A,N/A,N/A,10000000.0,8900000.0
The Conjuring,2013-07-19,https://en.wikipedia.org/wiki/The_Conjuring_(film),Thriller,James Wan,N/A,Patrick Wilson,Vera Farmiga,Ron Livingston,Lili Taylor,Shannon Kook,20000000.0,318000000.0
The Conjuring 2,2016-06-07,https://en.wikipedia.org/wiki/The_Conjuring_2,Horror,James Wan,N/A,Patrick Wilson,Vera Farmiga,N/A,N/A,N/A,40000000.0,319500000.0
The Croods,2013-03-22,https://en.wikipedia.org/wiki/The_Croods,Adventure,Chris Sanders,Kirk DeMicco,Nicolas Cage,Ryan Reynolds,Emma Stone,Catherine Keener,Clark Duke,135000000.0,587200000.0
The Danish Girl,2015-09-05,https://en.wikipedia.org/wiki/The_Danish_Girl_(film),Drama,Tom Hooper,N/A,Eddie Redmayne,Alicia Vikander,Matthias Schoenaerts,Ben Whishaw,N/A,15000000.0,64200000.0
The Darkness,2016-05-13,https://en.wikipedia.org/wiki/The_Darkness_(film),Horror,Greg McLean,N/A,Kevin Bacon,Radha Mitchell,David Mazouz,Lucy Fry,Matt Walsh,4000000.0,10900000.0
The Devil Inside,2012-01-06,https://en.wikipedia.org/wiki/The_Devil_Inside_(film),Horror,William Brent Bell,N/A,Suzan Crowley,Fernanda Andrade,Simon Quarterman,Evan Helmuth,N/A,1000000.0,101800000.0
The Dictator,2012-05-16,https://en.wikipedia.org/wiki/The_Dictator_(2012_film),Comedy,Larry Charles,N/A,Sacha Baron Cohen,Ben Kingsley,Anna Faris,Megan Fox,John C. Reilly,65000000.0,179400000.0
The Divergent Series: Allegiant,2016-03-18,https://en.wikipedia.org/wiki/The_Divergent_Series:_Allegiant,Adventure,Robert Schwentke,N/A,Shailene Woodley,Theo James,Naomi Watts,Jeff Daniels,Ansel Elgort,110000000.0,179200000.0
The Divergent Series: Insurgent,2015-03-19,https://en.wikipedia.org/wiki/The_Divergent_Series:_Insurgent,Sci-Fi,Robert Schwentke,N/A,Shailene Woodley,Kate Winslet,Theo James,Ansel Elgort,Naomi Watts,110000000.0,297300000.0
The Drop,2014-09-12,https://en.wikipedia.org/wiki/The_Drop_(film),Drama,Michaël R. Roskam,N/A,Tom Hardy,Noomi Rapace,James Gandolfini,Matthias Schoenaerts,John Ortiz,12600000.0,18700000.0
The Duff,2015-02-12,https://en.wikipedia.org/wiki/The_Duff,Comedy,Ari Sandel,N/A,Mae Whitman,Robbie Amell,Bella Thorne,Bianca A. Santos,Allison Janney,8500000.0,43500000.0
The East,2013-05-31,https://en.wikipedia.org/wiki/The_East_(film),Crime,Zal Batmanglij,N/A,Brit Marling,Alexander Skarsgard,Ellen Page,Julia Ormond,Patricia Clarkson,6500000.0,2400000.0
